created_at,pickup_zone,id,hashed_id,rider_id,driver_id,fare,estimated_fare,undiscounted_fare,ride_duration,estimated_ride_duration,status,rating,canceled_by,drivers_tried,driver_cut,city_id,ride_type,surge_multiple,hotzones_bonus
27/10/21,Ahmednagar,142544268,9TD3IS,29954,2601854,173,173,173,974,895,COMPLETED,5,,"2752609,2601854,",129,2,2,1,0
24/10/21,Ahmednagar,142074718,9SPLR8,2595279,7417701,159,134,159,1012,578,COMPLETED,,,"3123218,7417701,",119,2,2,1.1,11
25/10/21,Akola,142266096,9T2OGG,933860,1072787,140,132,140,2213,1123,COMPLETED,,,"1072787,",104,2,1,1,0
27/10/21,Bandara,142503493,9TBI9N,1944830,2171519,112,110,112,1349,936,COMPLETED,5,,"2171519,",83,2,1,1,0
25/10/21,Ahmednagar,142214071,9T0QMB,431906,7107088,152,124,152,5657,1051,COMPLETED,,,"7107088,",113,2,1,0.9,-10.3
26/10/21,Bandara,142383113,9T74H3,1979836,3141439,80,108,114,1575,753,COMPLETED,5,,"4101894,3141439,",85,2,1,1.1,8
27/10/21,Ahmednagar,142548891,9TD8N1,260385,5016192,48,48,48,341,370,COMPLETED,5,,"5016192,",36,2,1,0.9,-4
24/10/21,Mumbai City,142061632,9SP7B2,4088383,2961666,96,96,96,1007,790,COMPLETED,4,,"4415721,2961666,",71,2,1,0.9,-8
26/10/21,Chandrapur,142296224,9T3S0O,412851,2125981,798,798,798,3485,3352,COMPLETED,2,,"2125981,",598,2,2,1.4,171
27/10/21,Kholapur,142471783,9TAD2N,774823,8163909,47,46,47,642,460,COMPLETED,,,"8163909,",35,2,1,0.9,-3.8
30/10/21,Ahmednagar,142887769,9TPP8T,7119514,6715042,113,111,113,1060,716,COMPLETED,,,"8662162,5397101,6715042,",84,2,1,1.1,8
25/10/21,Bandara,142199884,9T0ATE,397564,6282616,28,40,40,408,333,COMPLETED,5,,"4459435,4415721,6282616,",29,2,1,0.9,-3.3
25/10/21,Mumbai City,142237262,9T1MFC,1980630,8268926,155,155,155,807,638,COMPLETED,,,"8268926,",115,2,2,1.1,11
26/10/21,Ahmednagar,142388932,9T7B12,1169570,4610869,233,171,233,2097,861,COMPLETED,,,"2030458,4610869,",174,2,2,1,0
29/10/21,Jalna,142717077,9TJFJ7,717273,2854430,142,157,157,1671,1584,COMPLETED,,,"2854430,",117,2,1,0.9,-13.1
30/10/21,Mumbai City,142828913,9TNJR3,1402255,7972375,98,98,98,1204,1140,COMPLETED,5,,"7972375,",73,2,1,1,0
30/10/21,Akola,142890881,9TPSML,911214,4225994,115,107,115,1710,777,COMPLETED,,,"5836634,4225994,",85,2,1,1.3,20
24/10/21,Bandara,142032967,9SO5FH,6065464,4933181,92,85,92,1729,592,COMPLETED,,,"7560281,4933181,",69,2,1,1,0
28/10/21,Nagpur,142589025,9TENAP,395579,8764376,103,103,103,670,1007,COMPLETED,,,"8764376,",76,2,1,0.9,-8.6
25/10/21,Ahmednagar,142168943,9ST6I3,988846,991546,93,91,93,1028,714,COMPLETED,2,,"991546,",69,2,1,1,0
28/10/21,Ahmednagar,142682442,9TI74M,6118815,4634161,94,91,94,1144,755,COMPLETED,,,"4634161,",69,2,1,0.9,-7.6
27/10/21,Jalna,142487416,9TB0DQ,685625,2412479,114,114,114,1198,1009,COMPLETED,5,,"3744835,2412479,",85,2,1,0.9,-9.5
29/10/21,Bandara,142781386,9TLR2Q,7623074,1249231,263,238,263,1596,1115,COMPLETED,,,"1249231,",196,2,2,1.05,9
25/10/21,Akola,142286030,9T3GL0,1112525,2751444,96,96,96,1225,1001,COMPLETED,5,,"2751444,",71,2,1,0.9,-8
24/10/21,Bandara,142100928,9SQL0S,5909842,877860,102,100,102,1036,769,COMPLETED,,,"877860,",76,2,1,1.3,17
24/10/21,Ahmednagar,142103154,9SQNF4,1255611,5730336,112,100,112,593,242,COMPLETED,3,,"2752609,2877701,5730336,",83,2,2,1.1,8
26/10/21,Hingoli,142341623,9T5IE3,3948873,1073661,122,114,122,2479,1124,COMPLETED,,,"1073661,",91,2,1,0.9,-9.5
27/10/21,Chandrapur,142451095,9T9K35,346644,8686824,101,97,101,1540,792,COMPLETED,5,,"6015691,8686824,",75,2,1,0.9,-8.1
24/10/21,Ahmednagar,142086991,9SQ5GB,5560893,2752609,107,107,107,575,514,COMPLETED,5,,"2752609,",79,2,2,1.1,7
25/10/21,Bandara,142238866,9T1O8Q,6642897,7392278,187,135,187,1449,497,COMPLETED,1,,"960136,7431084,7392278,",140,2,2,1.1,13
24/10/21,Ahmednagar,142092662,9SQBPC,749428,8140299,45,44,45,564,366,COMPLETED,,,"8140299,",33,2,1,0.9,-3.7
24/10/21,Latur,142079166,9SPQPG,1802729,393267,176,188,196,2660,1607,COMPLETED,5,,"4618022,1535566,7329743,393267,",146,2,1,1.05,7
28/10/21,Akola,142586462,9TEKFC,5512209,8196234,115,111,115,1692,1096,COMPLETED,5,,"8196234,",85,2,1,0.9,-9.2
29/10/21,Mumbai City,142741759,9TKD1T,2477969,4899458,170,170,170,1127,1073,COMPLETED,,,"4899458,",127,2,1,1.25,25
27/10/21,Ahmednagar,142523788,9TCAQ8,448303,8591183,49,39,49,401,208,COMPLETED,,,"8117877,5763219,8272987,8591183,",36,2,1,1,0
28/10/21,Jalna,142583451,9TEH51,6242927,2412479,103,107,114,1743,777,COMPLETED,5,,"2752841,2412479,",85,2,1,1.15,11
29/10/21,Kholapur,142810219,9TMT3T,5166279,3551392,34,48,49,513,390,COMPLETED,,,"3551392,",36,2,1,0.9,-4
26/10/21,Ahmednagar,142403894,9T7RJO,418257,7785190,65,125,129,1683,1043,COMPLETED,5,,"8637060,7785190,",96,2,1,1,0
30/10/21,Bandara,142872537,9TP8B7,260385,1031529,34,72,34,2,470,COMPLETED,1,,"6610686,1031529,",24,2,1,1.3,6
25/10/21,Latur,142189549,9STTET,8153879,4972914,108,105,108,1092,714,COMPLETED,,,"4972914,",80,2,1,1.15,10
27/10/21,Jalna,142484752,9TARF2,2404177,5376105,102,99,102,1528,1105,COMPLETED,,,"5376105,",76,2,1,0.9,-8.2
28/10/21,Pune,142662478,9THET8,2655108,4415721,121,115,121,2021,1135,COMPLETED,5,,"4415721,",90,2,1,1,0
29/10/21,Latur,142763508,9TL76S,128087,4480102,106,106,106,1021,1013,COMPLETED,5,,"6925964,4634161,3195847,4480102,",78,2,1,1.1,7
28/10/21,Jalna,142634982,9TGECM,619639,8153168,102,105,114,1964,718,COMPLETED,5,,"8153168,",85,2,1,1.1,8
27/10/21,Ahmednagar,142537700,9TCQA0,7200885,8444586,145,133,145,843,609,COMPLETED,,,"8181887,2262952,2752609,7396227,1717099,4900779,8444586,",108,2,2,1,0
29/10/21,Akola,142746548,9TKIBI,7767738,2566336,99,99,99,669,861,COMPLETED,,,"4617646,2566336,",73,2,1,1.1,7
24/10/21,Mumbai City,142136828,9SS0RI,2310314,6222793,141,135,141,1848,1054,COMPLETED,,,"6222793,",105,2,1,1,0
27/10/21,Kholapur,142480874,9TAN5O,1411532,4899458,40,40,40,347,367,COMPLETED,4,,"3744835,919965,4899458,",30,2,1,0.9,-3.3
30/10/21,Ahmednagar,142834539,9TNQ4J,916563,7347453,106,115,125,621,456,COMPLETED,5,,"8254759,7347453,",93,2,2,1.15,12
26/10/21,Chandrapur,142326321,9T51E1,2402360,6282616,41,40,41,377,271,COMPLETED,5,,"6282616,",30,2,1,0.9,-3.3
27/10/21,Ahmednagar,142546604,9TD66O,433831,1717099,210,206,247,1636,900,COMPLETED,5,,"2404226,1717099,",184,2,2,1.1,17
28/10/21,Mumbai City,142588940,9TEN80,1081818,6441895,43,43,43,383,348,COMPLETED,,,"8657809,8272987,6441895,",32,2,1,0.9,-3.6
28/10/21,Jalna,142574950,9TE7LK,1362969,4154071,110,107,110,1611,1125,COMPLETED,5,,"6812739,4154071,",82,2,1,1,0
24/10/21,Mumbai City,142086686,9SQ566,2087817,8140299,111,111,111,1153,980,COMPLETED,,,"8140299,",83,2,1,0.9,-9.2
26/10/21,Kholapur,142359896,9T68N6,397263,4045160,47,44,47,843,455,COMPLETED,5,,"4045160,",34,2,1,0.9,-3.7
25/10/21,Chandrapur,142252769,9T29M9,520560,2970175,184,156,184,1345,769,COMPLETED,,,"2970175,",138,2,2,1,0
29/10/21,Kholapur,142760949,9TL4BJ,634798,4864184,99,110,110,1219,1016,COMPLETED,,,"4864184,",82,2,1,1,0
28/10/21,Kholapur,142576563,9TE9FD,2886684,6584475,42,139,42,1544,911,COMPLETED,5,,"2576789,6584475,",31,2,1,1.15,4
30/10/21,Ahmednagar,142843578,9TO65S,402547,8769134,187,162,187,1067,609,COMPLETED,,,"8769134,",139,2,2,1.1,13
25/10/21,Pune,142202180,9T0DG0,442261,2636511,128,135,143,2279,1053,COMPLETED,,,"2636511,",106,2,1,0.9,-11.2
27/10/21,Mumbai City,142534667,9TCMSR,2496775,943651,121,117,121,1468,940,COMPLETED,5,,"943651,",90,2,1,1,0
24/10/21,Akola,142076924,9SPOAO,523752,2752609,220,220,220,565,1235,COMPLETED,5,,"2752609,",164,2,2,1.1,15
24/10/21,Bandara,142097216,9SQGR6,293998,7250225,118,113,118,1561,791,COMPLETED,5,,"7250225,",88,2,1,1,0
30/10/21,Akola,142929202,9TRBA2,2406344,1031529,93,91,93,1078,784,COMPLETED,5,,"6547855,3514574,6769084,1031529,",69,2,1,1.05,3
25/10/21,Mumbai City,142262575,9T2KJ5,2644354,1355654,67,90,95,1522,734,COMPLETED,,,"1355654,",71,2,1,1,0
26/10/21,Ahmednagar,142410281,9T84ML,7200885,1717099,114,114,114,495,578,COMPLETED,5,,"1717099,",85,2,2,1.1,8
28/10/21,Ahmednagar,142675662,9THTIM,5744657,8424758,286,286,286,1172,1284,COMPLETED,5,,"6049009,1919584,8424758,",214,2,2,1.1,19
29/10/21,Chandrapur,142756132,9TKT12,6886564,8608330,93,82,93,1058,571,COMPLETED,5,,"3174435,8637754,8608330,",69,2,1,0.9,-6.8
26/10/21,Ahmednagar,142311268,9T4EM8,2626468,7762257,91,101,101,852,724,COMPLETED,5,,"7762257,",75,2,1,1.3,17
28/10/21,Latur,142581367,9TEEPH,7379784,5684650,132,129,132,1461,1048,COMPLETED,5,,"5684650,",98,2,1,1.05,5
29/10/21,Ahmednagar,142791100,9TM7QK,1135375,6599109,134,132,134,1326,930,COMPLETED,,,"8151420,4084128,1031529,6599109,",100,2,1,1.1,9
26/10/21,Kholapur,142388896,9T7ATQ,1776350,5338657,96,85,96,2490,808,COMPLETED,,,"8365862,1073661,2145578,3256333,5338657,",71,2,1,1,0
26/10/21,Ahmednagar,142337234,9T5DHO,1448489,8483098,174,122,174,1490,585,COMPLETED,5,,"8483098,",129,2,2,1,0
24/10/21,Akola,142086237,9SQ4L7,4643649,1513848,42,38,42,512,306,COMPLETED,5,,"1513848,",31,2,1,0.9,-3.2
24/10/21,Bandara,142101741,9SQLS1,659753,7678824,69,95,98,973,521,COMPLETED,,,"3020793,7678824,",73,2,1,1.25,15
25/10/21,Bandara,142189826,9STTO6,7031297,4846894,96,96,96,949,802,COMPLETED,5,,"4846894,",71,2,1,1,0
27/10/21,Latur,142432253,9T8T53,1944830,3529611,112,112,112,1189,982,COMPLETED,5,,"3529611,",83,2,1,1,0
27/10/21,Sangli,142519685,9TC69F,2438476,8591541,113,118,126,2136,950,COMPLETED,,,"8591541,",94,2,1,1,0
26/10/21,Ahmednagar,142336450,9T5CLK,1035518,6377786,48,46,48,499,308,COMPLETED,5,,"5981533,6377786,",35,2,1,0.9,-3.8
25/10/21,Ahmednagar,142167258,9ST4LS,8756777,4045160,11,45,45,283,293,COMPLETED,,,"4045160,",33,2,1,1,0
25/10/21,Ahmednagar,142277526,9T377G,784042,2622140,47,47,47,449,337,COMPLETED,,,"2622140,",35,2,1,1,0
28/10/21,Hingoli,142664272,9THGT2,8759189,7677431,209,200,209,2436,1428,COMPLETED,,,"7677431,",156,2,1,1.25,31
29/10/21,Chandrapur,142689886,9TIFCQ,8673809,7548979,215,215,215,2082,1937,COMPLETED,5,,"7548979,",161,2,1,0.9,-17.9
25/10/21,Ahmednagar,142284373,9T3EPN,4898993,3671253,39,39,39,318,329,COMPLETED,,,"2000742,5803301,3671253,",28,2,1,0.9,-3.2
28/10/21,Akola,142567041,9TDSS1,4471852,4810967,106,103,106,1108,722,COMPLETED,5,,"4810967,",79,2,1,1.25,16
25/10/21,Mumbai City,142185394,9STOQE,1663491,4810967,70,89,100,2610,932,COMPLETED,5,,"6015035,8417476,8421678,3038086,5657943,6222793,4810967,",75,2,1,1.05,4
28/10/21,Ahmednagar,142614469,9TFLIT,2513887,7731202,166,166,166,960,843,COMPLETED,,,"3123218,2697930,7731202,",124,2,2,1,0
30/10/21,Akola,142827123,9TNHRD,398280,6730577,128,128,128,1058,1077,COMPLETED,5,,"4789785,6730577,",95,2,1,1,0
24/10/21,Ahmednagar,142094211,9SQDH1,2266556,8181232,48,47,48,518,337,COMPLETED,5,,"8181232,",35,2,1,0.9,-3.9
24/10/21,Latur,142033634,9SO67O,1636140,6579074,97,106,107,1032,782,COMPLETED,,,"2706084,4154071,6579074,",80,2,1,1,0
28/10/21,Mumbai City,142655656,9TH7BQ,1396960,8444586,160,121,160,1188,479,COMPLETED,,,"8444586,",119,2,2,1.1,11
25/10/21,Ahmednagar,142233247,9T1I1H,635961,6055691,34,34,34,286,250,COMPLETED,,,"2699210,6055691,",25,2,1,0.9,-2.8
27/10/21,Chandrapur,142487876,9TB0T6,418257,6441895,23,47,47,485,452,COMPLETED,5,,"8739643,6441895,",34,2,1,0.9,-3.9
29/10/21,Ahmednagar,142814039,9TN3B9,2004736,8686824,155,152,155,1750,1319,COMPLETED,,,"1741661,8686824,",115,2,1,0.9,-12.7
28/10/21,Nagpur,142679660,9TI420,2614607,3049762,109,109,109,1282,1068,COMPLETED,4,,"3049762,",81,2,1,1.1,7
27/10/21,Latur,142494888,9TB8MS,4058351,1450307,105,103,105,1117,841,COMPLETED,5,,"4407861,1450307,",78,2,1,0.9,-8.6
29/10/21,Jalna,142794229,9TMBAT,6942018,7448173,176,168,176,2635,1481,COMPLETED,,,"8739194,7448173,",131,2,1,1.05,6
29/10/21,Bandara,142808599,9TMR9T,4156697,5730336,297,297,297,1113,1326,COMPLETED,,,"5730336,",222,2,2,1.1,20
27/10/21,Akola,142450455,9T9JBP,690115,7762257,45,45,45,513,428,COMPLETED,5,,"2293274,8595788,7762257,",33,2,1,0.9,-3.7
25/10/21,Ahmednagar,142280181,9T3A61,2266556,2050027,44,44,44,437,403,COMPLETED,5,,"2050027,",32,2,1,1,0
30/10/21,Mumbai City,142885034,9TPM7O,5522954,8662162,45,45,45,460,508,COMPLETED,4,,"8662162,",33,2,1,0.9,-3.7
30/10/21,Kholapur,142906273,9TQFPN,537854,4958141,49,49,49,443,316,COMPLETED,,,"4958141,",36,2,1,1,0
28/10/21,Bandara,142603209,9TF93J,3116454,8692429,41,41,41,340,294,COMPLETED,5,,"8692429,",30,2,1,0.9,-3.4
28/10/21,Akola,142677363,9TI1FD,3046120,5647344,43,39,43,540,314,COMPLETED,,,"8649287,5647344,",32,2,1,0.9,-3.2
30/10/21,Osmanabad,142833239,9TNOL9,776809,6493582,103,140,143,1509,1092,COMPLETED,5,,"6493582,",107,2,1,1,0
26/10/21,Hingoli,142318882,9T4N62,230846,1987190,791,911,911,2255,3426,COMPLETED,4,,"2697930,1987190,",682,2,2,1.55,242
28/10/21,Ahmednagar,142575484,9TE89E,3854519,3529611,98,96,98,967,742,COMPLETED,,,"3529611,",72,2,1,1,0
28/10/21,Mumbai City,142599302,9TF4NC,7765911,6441895,147,141,147,2190,1223,COMPLETED,,,"6441895,",109,2,1,0.9,-11.7
29/10/21,Hingoli,142815298,9TN4N8,2952656,4617646,151,151,151,1658,1698,COMPLETED,,,"4617646,",113,2,1,0.9,-12.6
26/10/21,Kholapur,142410355,9T84P5,680267,7342066,39,38,39,366,257,COMPLETED,,,"7342066,",28,2,1,0.9,-3.2
29/10/21,Ahmednagar,142739777,9TKAPR,8193243,8163909,111,111,111,819,758,COMPLETED,,,"8163909,",83,2,1,1.15,11
26/10/21,Hingoli,142410370,9T84PK,2935187,1987190,939,939,1294,4317,3497,COMPLETED,1,,"1987190,",971,2,2,1.55,250
29/10/21,Hingoli,142808668,9TMRC8,1249278,8650700,71,102,102,924,1037,COMPLETED,5,,"8650700,",76,2,1,0.9,-8.5
25/10/21,Bandara,142190914,9T010E,3634286,8587664,41,43,46,737,349,COMPLETED,5,,"8587664,",34,2,1,0.9,-3.6
28/10/21,Thane,142588571,9TEMPL,1035518,8500208,108,103,108,1787,901,COMPLETED,5,,"8500208,",81,2,1,0.9,-8.6
24/10/21,Jalna,142114225,9SR5O5,576609,1072787,108,104,108,1293,690,COMPLETED,3,,"2854430,1072787,",80,2,1,1,0
24/10/21,Akola,142096600,9SQG6K,898867,1031529,36,75,36,1,648,COMPLETED,,,"7371280,5851488,1031529,",26,2,1,1.05,1
25/10/21,Mumbai City,142173165,9STB8P,7125958,8649287,93,93,93,584,558,COMPLETED,5,,"8649287,",69,2,1,1.25,14
24/10/21,Akola,142035119,9SO7R9,1686472,4846894,106,114,117,1505,970,COMPLETED,4,,"4846894,",87,2,1,1,0
26/10/21,Mumbai City,142296276,9T3S2G,1072002,7243861,127,127,127,1430,1127,COMPLETED,,,"7243861,",95,2,1,0.9,-10.6
30/10/21,Ahmednagar,142940415,9TRNNP,1298287,5730336,146,133,146,794,556,COMPLETED,5,,"5730336,",109,2,2,1.1,10
26/10/21,Latur,142305655,9T48F5,1531683,6087780,104,102,104,1174,810,COMPLETED,5,,"6087780,",77,2,1,1.05,4
27/10/21,Mumbai City,142424984,9T8L2O,2381352,1738632,157,153,157,1752,1063,COMPLETED,5,,"1738632,",117,2,1,1,0
24/10/21,Ahmednagar,142130106,9SRNDG,3971170,5319044,97,94,97,1238,771,COMPLETED,5,,"5319044,",72,2,1,1,0
26/10/21,Ahmednagar,142341673,9T5IFN,3561450,3686211,47,47,47,462,482,COMPLETED,5,,"3686211,",35,2,1,0.9,-3.9
24/10/21,Hingoli,142033353,9SO5SD,1495053,1183868,129,136,144,2174,1071,COMPLETED,5,,"7726806,4815736,2953024,1183868,",107,2,1,1,0
28/10/21,Chandrapur,142609501,9TFG3B,1403277,8184626,331,285,331,2063,1222,COMPLETED,,,"3378279,5656507,7178717,8184626,",247,2,2,1.1,23
29/10/21,Kholapur,142749697,9TKLQH,8095479,5499536,164,164,164,1299,1169,COMPLETED,,,"5499536,",123,2,1,1.1,11
26/10/21,Bandara,142339222,9T5FO2,2477904,8542398,41,46,46,521,409,COMPLETED,,,"8542398,",34,2,1,0.9,-3.8
25/10/21,Akola,142277198,9T36QI,299725,8376310,52,99,103,1302,672,COMPLETED,5,,"8376310,",77,2,1,1,0
28/10/21,Jalna,142571392,9TE3N2,29954,2441622,172,159,172,1125,865,COMPLETED,5,,"8675657,2441622,",129,2,2,1,0
28/10/21,Latur,142558228,9TDJ48,765660,8234265,131,131,131,559,725,COMPLETED,,,"8234265,",97,2,2,1,0
30/10/21,Ahmednagar,142932748,9TRF88,6915570,392663,90,123,128,1724,1039,COMPLETED,5,,"1603611,392663,",95,2,1,1.1,9
29/10/21,Ahmednagar,142696150,9TIMBK,2812947,7264684,65,93,93,901,822,COMPLETED,,,"8529110,7264684,",69,2,1,1,0
29/10/21,Ahmednagar,142768740,9TLD1A,5409696,2773196,38,37,38,342,180,COMPLETED,5,,"5499536,3827066,3380850,6925964,6183639,4045160,8486753,2773196,",28,2,1,1,0
25/10/21,Ahmednagar,142266334,9T2OOE,429769,4503883,45,44,45,615,444,COMPLETED,,,"5241820,6192225,6358892,532860,371830,4503883,",33,2,1,1,0
27/10/21,Mumbai City,142532291,9TCK9L,566278,3215755,133,127,133,1979,978,COMPLETED,5,,"3215755,",99,2,1,1,0
26/10/21,Ahmednagar,142382846,9T7486,6012507,7785190,47,46,47,626,366,COMPLETED,,,"7785190,",35,2,1,1,0
27/10/21,Bandara,142445387,9T9DMR,2004589,5647344,100,100,100,1086,866,COMPLETED,5,,"5647344,",75,2,1,1,0
29/10/21,Jalna,142703737,9TJ0OH,2776360,3975907,119,132,132,1013,1046,COMPLETED,5,,"3273467,3975907,",98,2,1,1,0
26/10/21,Mumbai City,142366285,9T6FQ5,1423740,3245854,49,41,49,445,222,COMPLETED,5,,"3245854,",36,2,1,0.9,-3.4
24/10/21,Ahmednagar,142148403,9SSDND,8586240,4785028,101,82,101,1029,823,COMPLETED,5,,"4785028,",75,2,1,0.9,-6.8
28/10/21,Akola,142662533,9THF13,1173657,8196234,130,122,130,1746,765,COMPLETED,5,,"7918125,3800554,8196234,",97,2,1,1.15,13
25/10/21,Hingoli,142221266,9T14M6,5706846,8163909,125,125,125,1457,1407,COMPLETED,,,"8163909,",93,2,1,0.9,-10.4
24/10/21,Mumbai City,142095738,9SQF7S,6067777,8500208,204,204,204,2126,1674,COMPLETED,,,"8159107,3752444,8421616,8500208,",152,2,1,1.1,14
25/10/21,Ahmednagar,142229689,9T1E2T,2004736,8500208,48,48,48,399,297,COMPLETED,,,"6523750,4027453,2636511,8500208,",36,2,1,1.05,2
28/10/21,Bandara,142604608,9TFAK8,3380784,8755235,501,501,501,2690,2171,COMPLETED,5,,"8755235,",450,2,2,1,0
24/10/21,Hingoli,142034260,9SO6SK,7461791,7550533,149,142,149,2232,1261,COMPLETED,,,"7550533,",111,2,1,1,0
29/10/21,Kholapur,142697177,9TINFR,2800065,8576883,99,99,99,798,780,COMPLETED,5,,"7500128,4528126,8576883,",73,2,1,1,0
27/10/21,Mumbai City,142498388,9TBCJI,3881741,1168165,124,121,124,1661,1183,COMPLETED,,,"1168165,",92,2,1,1,0
29/10/21,Ahmednagar,142812485,9TN1JF,409050,7972458,104,104,104,1231,967,COMPLETED,,,"7757251,3772030,4617646,7972458,",77,2,1,0.9,-8.7
29/10/21,Ahmednagar,142817341,9TN71B,797195,8184626,184,216,216,978,1043,COMPLETED,5,,"467973,8184626,",161,2,2,1.1,15
24/10/21,Chandrapur,142135640,9SRTI0,95398,2171519,42,41,42,324,213,COMPLETED,,,"2171519,",31,2,1,1.05,1
25/10/21,Thane,142159685,9SSQ9F,3158107,6612350,103,103,103,961,995,COMPLETED,,,"6612350,",76,2,1,0.9,-8.6
25/10/21,Akola,142167511,9ST50B,2157486,5203032,151,148,151,1656,1200,COMPLETED,,,"6061066,5203032,",112,2,1,1.05,5
25/10/21,Kholapur,142223032,9T16L2,3496559,5531694,95,93,95,1353,988,COMPLETED,,,"8498977,5531694,",71,2,1,0.9,-7.7
26/10/21,Mumbai City,142328512,9T53R2,6725919,1031529,104,104,104,1234,966,COMPLETED,1,,"5647344,1031529,",77,2,1,0.9,-8.7
28/10/21,Ahmednagar,142618027,9TFPHH,7001246,5892097,850,850,850,3409,3560,COMPLETED,5,,"5892097,",637,2,2,1.4,182
27/10/21,Bandara,142528439,9TCG19,1302744,1024574,105,96,105,1940,654,COMPLETED,,,"1024574,",78,2,1,1,0
28/10/21,Jalna,142663433,9THG13,8412322,6612350,106,98,106,2051,967,COMPLETED,5,,"8117877,8657519,6612350,",78,2,1,1,0
24/10/21,Kholapur,142053399,9SOS6J,397263,8692429,49,59,49,1646,578,COMPLETED,,,"7550533,7972522,8692429,",36,2,1,1.05,2
25/10/21,Akola,142266832,9T2PB2,620924,4101894,115,109,115,1861,946,COMPLETED,5,,"4101894,",86,2,1,1,0
24/10/21,Ahmednagar,142043310,9SOH0A,3034815,7116045,428,172,428,5433,784,COMPLETED,5,,"1760156,7116045,",320,2,2,1.1,29
28/10/21,Jalna,142564018,9TDPH8,423468,3053580,95,103,106,1222,864,COMPLETED,3,,"3053580,",79,2,1,1,0
25/10/21,Mumbai City,142247026,9T23AQ,840337,3621234,49,48,49,404,236,COMPLETED,5,,"3621234,",36,2,1,1,0
26/10/21,Mumbai City,142327584,9T52Q4,2919496,8755235,196,207,230,1507,1041,COMPLETED,1,,"8755235,",172,2,2,1,0
26/10/21,Ahmednagar,142410888,9T85CS,3906856,3174788,45,45,45,332,479,COMPLETED,5,,"3174788,",33,2,1,0.9,-3.7
27/10/21,Kholapur,142516706,9TC306,3206136,4276242,100,97,100,1226,747,COMPLETED,,,"4276242,",75,2,1,1.15,10
26/10/21,Ahmednagar,142414016,9T88R6,1466096,4202996,74,106,106,1130,902,COMPLETED,,,"6307814,6715042,4202996,",79,2,1,0.9,-8.8
26/10/21,Latur,142414237,9T894H,4120271,1176993,126,126,126,1098,1039,COMPLETED,5,,"1176993,",94,2,1,0.9,-10.5
25/10/21,Akola,142274615,9T340F,173594,4618022,110,104,110,1925,1020,COMPLETED,5,,"8483068,4618022,",81,2,1,1,0
30/10/21,Akola,142883346,9TPKBG,484352,4045160,45,45,45,343,371,COMPLETED,5,,"6623552,4045160,",33,2,1,0.9,-3.7
30/10/21,Latur,142842332,9TO4OC,2572802,4154071,80,95,95,928,797,COMPLETED,5,,"5684650,4154071,",71,2,1,1,0
25/10/21,Chandrapur,142249025,9T25HF,3807645,4503883,42,42,42,318,289,COMPLETED,5,,"4503883,",31,2,1,1,0
28/10/21,Ahmednagar,142661930,9THEB0,293998,7972458,143,137,143,1890,1100,COMPLETED,5,,"919965,7972458,",106,2,1,1.1,10
30/10/21,Jalna,142889834,9TPRHO,8412322,5338657,104,99,104,1778,1034,COMPLETED,,,"392663,5846490,5338657,",77,2,1,1,0
24/10/21,Latur,142148269,9SSDIT,8272798,8159705,95,112,112,462,631,COMPLETED,5,,"8159705,",83,2,2,1,0
27/10/21,Thane,142460051,9TA01L,3929440,6579074,119,114,119,1959,1062,COMPLETED,,,"729850,6579074,",89,2,1,0.9,-9.5
24/10/21,Ahmednagar,142054078,9SOST8,102898,7731643,150,126,150,1069,598,COMPLETED,,,"8534780,1760156,7731643,",112,2,2,1,0
29/10/21,Mumbai City,142744589,9TKG69,2873393,2461239,765,757,765,1512,2857,COMPLETED,5,,"2441622,1795936,2461239,",573,2,2,1.5,191
27/10/21,Chandrapur,142478732,9TAKOC,3338804,7918125,104,104,104,1524,1409,COMPLETED,,,"7918125,",77,2,1,0.9,-8.7
29/10/21,Latur,142702612,9TITH2,6600251,6332137,99,99,99,936,928,COMPLETED,5,,"6332137,",73,2,1,1,0
29/10/21,Ahmednagar,142793495,9TMAGF,7031125,8184626,164,146,164,830,514,COMPLETED,4,,"7127238,8184626,",122,2,2,1.1,11
27/10/21,Bandara,142470586,9TABMQ,691840,7417701,138,137,162,1184,674,COMPLETED,,,"8673669,2441622,7417701,",121,2,2,1,0
27/10/21,Mumbai City,142498221,9TBCE1,6030438,8181232,109,109,109,1160,921,COMPLETED,,,"8181232,",81,2,1,1,0
26/10/21,Mumbai City,142399370,9T7MJ0,771915,7059450,195,170,195,1521,1017,COMPLETED,,,"2805819,7059450,",146,2,2,1,0
27/10/21,Jalna,142473844,9TAFBE,3655093,3273467,99,110,110,1227,1111,COMPLETED,3,,"3273467,",82,2,1,0.9,-9.2
29/10/21,Latur,142814202,9TN3GM,3032213,7682844,107,107,107,321,475,COMPLETED,5,,"7178717,5778748,7682844,",80,2,2,1.05,4
30/10/21,Akola,142849837,9TOD4H,8691799,4505956,41,41,41,310,376,COMPLETED,,,"4505956,",30,2,1,0.9,-3.4
27/10/21,Kholapur,142445102,9T9DDC,420382,1296498,92,100,102,1105,811,COMPLETED,5,,"8421678,6787025,1296498,",76,2,1,1,0
26/10/21,Mumbai City,142307519,9T4AH9,6111115,5647344,103,103,103,945,862,COMPLETED,5,,"5647344,",77,2,1,1,0
27/10/21,Mumbai City,142433275,9T9095,609392,1248404,188,165,188,1118,705,COMPLETED,,,"1248404,",140,2,2,1.1,13
